Rk,Player,Tm,Pos,From,To,Active,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,S,S%,TOI,G,A,PTS,S,OPS,DPS,PS
940,Brett Connolly\connobr01,TOT,RW,2015,2018,3,147,25,25,50,14,64,22,3,0,5,184,13.6,1738,0.17,0.17,0.34,1.25,3.4,2.3,5.8
941,Kevin Connauton\connake01,TOT,D,2015,2018,3,103,6,15,21,2,90,6,0,0,0,148,4.1,1596,0.06,0.15,0.20,1.44,1.0,3.6,4.6
942,Erik Condra\condrer01,TBL,RW,2015,2017,2,67,6,5,11,-8,38,6,0,0,0,66,9.1,703,0.09,0.07,0.16,0.99,0.0,0.5,0.5
943,Cory Conacher\conacco01,TBL,LW,2016,2017,1,11,1,3,4,0,4,0,1,0,0,16,6.3,127,0.09,0.27,0.36,1.45,0.2,0.2,0.3
944,J.T. Compher\comphj.01,COL,LW,2016,2018,2,29,4,5,9,1,8,2,1,1,1,48,8.3,435,0.14,0.17,0.31,1.66,0.2,0.6,0.7
945,Blake Comeau\comeabl01,COL,LW,2015,2018,3,172,23,39,62,-24,120,15,4,4,4,271,8.5,2770,0.13,0.23,0.36,1.58,1.6,2.4,4.0
946,Sean Collins\collise02,WSH,C,2015,2016,1,2,0,0,0,-1,2,0,0,0,0,0,,17,0.00,0.00,0.00,0.00,0.0,0.0,-0.1
947,Blake Coleman\colembl01,NJD,C,2016,2018,2,38,3,1,4,0,49,3,0,0,0,56,5.4,498,0.08,0.03,0.11,1.47,-0.6,0.6,-0.1
948,Ian Cole\coleia01,PIT,D,2015,2018,3,165,6,34,40,18,139,6,0,0,1,178,3.4,3040,0.04,0.21,0.24,1.08,1.3,6.5,7.8
949,Joe Colborne\colbojo01,TOT,C,2015,2017,2,135,23,29,52,-30,61,18,5,0,2,148,15.5,1770,0.17,0.21,0.39,1.10,3.3,0.7,4.1
950,Carlo Colaiacovo\colaica01,BUF,D,2015,2016,1,36,1,4,5,-11,10,1,0,0,0,29,3.4,521,0.03,0.11,0.14,0.81,0.0,0.4,0.4
951,Andrew Cogliano\coglian01,ANA,LW,2015,2018,3,180,28,49,77,20,58,23,0,5,5,346,8.1,2695,0.16,0.27,0.43,1.92,4.1,4.2,8.3
952,Braydon Coburn\coburbr01,TBL,D,2015,2018,3,177,6,21,27,14,112,5,0,1,0,209,2.9,2968,0.03,0.12,0.15,1.18,-0.1,7.6,7.5
953,Cal Clutterbuck\cluttca01,NYI,RW,2015,2018,3,155,22,26,48,11,52,20,0,2,7,210,10.5,1990,0.14,0.17,0.31,1.35,2.2,2.4,4.7
954,Rich Clune\cluneri01,TOR,LW,2015,2016,1,19,0,4,4,1,22,0,0,0,0,10,0.0,154,0.00,0.21,0.21,0.53,0.0,0.2,0.2
955,Kyle Clifford\cliffky01,LAK,LW,2015,2018,3,132,9,13,22,-1,149,9,0,0,0,194,4.6,1333,0.07,0.10,0.17,1.47,-0.3,1.7,1.4
956,Adam Clendening\clendad01,TOT,D,2015,2018,3,65,3,17,20,8,39,2,1,0,0,85,3.5,999,0.05,0.26,0.31,1.31,1.3,2.7,4.0
957,David Clarkson\clarkda03,CBJ,RW,2015,2016,1,23,2,2,4,-8,23,2,0,0,1,24,8.3,212,0.09,0.09,0.17,1.04,0.1,-0.1,0.0
958,Fredrik Claesson\claesfr01,OTT,D,2015,2018,3,63,3,10,13,-3,8,3,0,0,0,54,5.6,989,0.05,0.16,0.21,0.86,0.6,1.6,2.1
959,Casey Cizikas\cizikca01,NYI,C,2015,2018,3,154,19,40,59,14,69,17,0,2,5,189,10.1,2048,0.12,0.26,0.38,1.23,3.0,2.6,5.6
960,Filip Chytil\chytifi01,NYR,C,2017,2018,1,2,0,0,0,-2,2,0,0,0,0,0,,13,0.00,0.00,0.00,0.00,0.0,-0.1,-0.1
961,Jakob Chychrun\chychja01,ARI,D,2016,2017,1,68,7,13,20,-14,47,6,1,0,0,86,8.1,1133,0.10,0.19,0.29,1.26,1.6,1.4,3.0
962,Taylor Chorney\chornta01,WSH,D,2015,2018,3,85,3,10,13,23,36,3,0,0,1,54,5.6,1145,0.04,0.12,0.15,0.64,0.3,4.1,4.4
963,Filip Chlapik\chlapfi01,OTT,C,2017,2018,1,1,0,1,1,0,0,0,0,0,0,0,,7,0.00,1.00,1.00,0.00,0.1,0.0,0.1
964,Kyle Chipchura\chipcky01,ARI,C,2015,2016,1,70,4,8,12,-10,38,4,0,0,1,47,8.5,716,0.06,0.11,0.17,0.67,-0.2,0.4,0.2
965,Jason Chimera\chimeja01,TOT,LW,2015,2018,3,179,40,35,75,-3,68,33,4,3,5,304,13.2,2408,0.22,0.20,0.42,1.70,6.2,2.2,8.4
966,Alex Chiasson\chiasal01,TOT,RW,2015,2018,3,173,21,19,40,-7,93,17,2,2,2,211,10.0,2326,0.12,0.11,0.23,1.22,0.2,2.1,2.4
967,Ben Chiarot\chiarbe01,WPG,D,2015,2018,3,130,3,19,22,-7,76,3,0,0,0,123,2.4,1932,0.02,0.15,0.17,0.95,0.4,2.6,3.0
968,Zdeno Chara\charazd01,BOS,D,2015,2018,3,169,20,51,71,38,145,16,2,2,4,313,6.4,4006,0.12,0.30,0.42,1.85,5.2,11.6,16.9
969,Michael Chaput\chapumi01,TOT,C,2015,2017,2,76,5,6,11,-9,34,5,0,0,0,74,6.8,821,0.07,0.08,0.14,0.97,-0.5,0.7,0.2
970,Thomas Chabot\chaboth01,OTT,D,2016,2018,2,4,0,2,2,2,0,0,0,0,0,5,0.0,48,0.00,0.50,0.50,1.25,0.1,0.2,0.3
971,Peter Cehlarik\cehlape01,BOS,LW,2016,2017,1,11,0,2,2,0,0,0,0,0,0,8,0.0,153,0.00,0.18,0.18,0.73,-0.2,0.2,0.0
972,Cody Ceci\cecico01,OTT,D,2015,2018,3,168,14,32,46,-1,38,14,0,0,3,282,5.0,3596,0.08,0.19,0.27,1.68,2.3,6.8,9.1
973,Daniel Catenacci\catenda01,BUF,C,2015,2016,1,11,0,0,0,-2,0,0,0,0,0,7,0.0,96,0.00,0.00,0.00,0.64,-0.3,0.0,-0.2
974,Ryan Carter\cartery01,MIN,LW,2015,2016,1,60,7,5,12,-3,48,6,0,1,0,62,11.3,668,0.12,0.08,0.20,1.03,0.3,0.7,1.0
975,Jeff Carter\carteje01,LAK,C,2015,2018,3,165,56,75,131,19,63,40,14,2,15,505,11.1,2994,0.34,0.45,0.79,3.06,12.4,4.7,17.1
976,William Carrier\carriwi01,TOT,LW,2016,2018,2,55,6,4,10,0,29,6,0,0,1,70,8.6,495,0.11,0.07,0.18,1.27,0.4,0.6,1.0
977,Alexandre Carrier\carrial01,NSH,D,2016,2017,1,2,0,0,0,1,0,0,0,0,0,1,0.0,21,0.00,0.00,0.00,0.50,0.0,0.1,0.1
978,Trevor Carrick\carritr01,CAR,D,2015,2018,2,3,0,0,0,-1,2,0,0,0,0,4,0.0,41,0.00,0.00,0.00,1.33,-0.1,0.0,0.0
979,Sam Carrick\carrisa01,TOR,C,2015,2016,1,3,0,0,0,-2,4,0,0,0,0,4,0.0,34,0.00,0.00,0.00,1.33,-0.1,0.0,-0.1
980,Connor Carrick\carrico01,TOT,D,2015,2018,3,96,5,10,15,8,70,4,1,0,2,121,4.1,1524,0.05,0.10,0.16,1.26,0.3,3.4,3.7
981,Daniel Carr\carrda01,MTL,LW,2015,2017,2,56,8,10,18,4,14,7,1,0,2,83,9.6,616,0.14,0.18,0.32,1.48,1.2,0.9,2.0
982,Ryan Carpenter\carpery01,SJS,C,2015,2018,3,22,2,2,4,4,4,2,0,0,0,33,6.1,241,0.09,0.09,0.18,1.50,0.0,0.5,0.5
983,Jordan Caron\caronjo01,STL,RW,2015,2016,1,4,0,0,0,-3,0,0,0,0,0,1,0.0,33,0.00,0.00,0.00,0.25,-0.1,-0.1,-0.2
984,Gabriel Carlsson\carlsga01,CBJ,D,2016,2018,2,7,0,2,2,-3,0,0,0,0,0,11,0.0,97,0.00,0.29,0.29,1.57,0.1,-0.1,0.0
985,John Carlson\carlsjo01,WSH,D,2015,2018,3,144,18,69,87,18,36,13,5,0,8,359,5.0,3396,0.13,0.48,0.60,2.49,7.2,7.9,15.2
986,Brandon Carlo\carlobr01,BOS,D,2016,2018,2,96,6,13,19,15,63,5,0,1,0,106,5.7,1973,0.06,0.14,0.20,1.10,0.3,6.0,6.3
987,Matt Carle\carlema01,TOT,D,2015,2017,2,70,2,8,10,3,26,2,0,0,1,56,3.6,1153,0.03,0.11,0.14,0.80,-0.1,2.8,2.7
988,Paul Carey\careypa01,TOT,C,2015,2018,3,18,1,0,1,-2,4,1,0,0,0,18,5.6,176,0.06,0.00,0.06,1.00,-0.3,0.1,-0.2
989,Patrick Cannone\cannopa01,MIN,C,2016,2017,1,3,0,0,0,0,0,0,0,0,0,2,0.0,24,0.00,0.00,0.00,0.67,-0.1,0.0,0.0
990,Gregory Campbell\campbgr01,CBJ,C,2015,2016,1,82,3,8,11,-6,78,3,0,0,2,58,5.2,866,0.04,0.10,0.13,0.71,-0.8,0.7,-0.2
991,Brian Campbell\campbbr02,TOT,D,2015,2017,2,162,11,37,48,43,50,8,2,1,2,173,6.4,3301,0.07,0.23,0.30,1.07,2.5,9.5,12.0
992,Andrew Campbell\campban01,TOR,D,2015,2016,1,6,0,1,1,0,2,0,0,0,0,1,0.0,70,0.00,0.17,0.17,0.17,0.0,0.2,0.2
993,Mike Cammalleri\cammami01,TOT,LW,2015,2018,3,117,27,49,76,8,43,21,6,0,4,263,10.3,2046,0.23,0.42,0.65,2.25,5.8,3.3,9.1
994,Matt Calvert\calvema01,CBJ,LW,2015,2018,3,152,24,23,47,0,108,20,1,3,2,242,9.9,2188,0.16,0.15,0.31,1.59,1.8,2.2,4.0
995,Ryan Callahan\callary01,TBL,RW,2015,2018,3,107,13,21,34,-10,85,11,2,0,2,202,6.4,1721,0.12,0.20,0.32,1.89,0.5,1.5,2.0
996,Mitch Callahan\callami01,DET,RW,2016,2017,1,4,0,0,0,0,0,0,0,0,0,2,0.0,27,0.00,0.00,0.00,0.50,-0.1,0.0,0.0
997,Drake Caggiula\caggidr01,EDM,LW,2016,2018,2,69,8,12,20,-2,18,5,3,0,2,108,7.4,924,0.12,0.17,0.29,1.57,0.5,1.0,1.5
998,Paul Byron\byronpa01,MTL,C/LW,2015,2018,3,160,36,30,66,13,48,32,0,4,8,171,21.1,2329,0.23,0.19,0.41,1.07,4.7,3.2,7.9
999,Dustin Byfuglien\byfugdu01,WPG,D,2015,2018,3,173,32,82,114,17,265,27,4,1,7,516,6.2,4528,0.18,0.47,0.66,2.98,10.7,8.8,19.5
1000,Chris Butler\butlech01,STL,D,2015,2017,2,6,0,0,0,-1,4,0,0,0,0,5,0.0,79,0.00,0.00,0.00,0.83,-0.1,0.1,0.0
1001,Will Butcher\butchwi01,NJD,D,2017,2018,1,15,0,12,12,6,4,0,0,0,0,13,0.0,233,0.00,0.80,0.80,0.87,0.9,0.9,1.8
1002,Alexandre Burrows\burroal01,TOT,RW/LW,2015,2018,3,168,27,31,58,-7,117,22,5,0,3,298,9.1,2488,0.16,0.18,0.35,1.77,2.5,2.8,5.2
1003,Brent Burns\burnsbr01,SJS,D,2015,2018,3,178,56,102,158,6,101,40,15,1,10,732,7.7,4508,0.31,0.57,0.89,4.11,18.0,11.0,29.0
1004,Alexander Burmistrov\burmial01,TOT,C,2015,2018,3,144,13,29,42,-17,54,9,4,0,2,160,8.1,2135,0.09,0.20,0.29,1.11,0.1,1.6,1.7
1005,Erik Burgdoerfer\burgder01,BUF,D,2016,2017,1,2,0,0,0,-1,0,0,0,0,0,2,0.0,22,0.00,0.00,0.00,1.00,0.0,0.0,-0.1
1006,Andre Burakovsky\burakan01,WSH,LW,2015,2018,3,152,30,47,77,15,43,28,2,0,2,252,11.9,2020,0.20,0.31,0.51,1.66,6.2,2.7,8.9
1007,Brett Bulmer\bulmebr01,MIN,RW,2015,2016,1,3,0,0,0,-1,7,0,0,0,0,2,0.0,20,0.00,0.00,0.00,0.67,-0.1,0.0,-0.1
1008,Pavel Buchnevich\buchnpa01,NYR,RW,2016,2018,2,58,15,19,34,5,17,11,4,0,1,96,15.6,797,0.26,0.33,0.59,1.66,3.0,1.0,4.0
1009,Patrick Brown\brownpa02,CAR,C,2015,2017,2,21,1,1,2,-2,4,1,0,0,0,20,5.0,224,0.05,0.05,0.10,0.95,-0.3,0.2,-0.1
1010,Mike Brown\brownmi02,TOT,RW,2015,2016,1,58,2,3,5,-5,90,2,0,0,0,51,3.9,453,0.03,0.05,0.09,0.88,-0.5,0.3,-0.2
1011,Logan Brown\brownlo01,OTT,C,2017,2018,1,4,0,1,1,0,0,0,0,0,0,4,0.0,33,0.00,0.25,0.25,1.00,0.0,0.0,0.0
1012,J.T. Brown\brownjt01,TBL,RW,2015,2018,3,151,11,20,31,10,139,10,0,1,1,217,5.1,1798,0.07,0.13,0.21,1.44,-0.3,2.5,2.2
1013,Dustin Brown\browndu01,LAK,RW,2015,2018,3,178,32,48,80,0,60,22,9,1,1,443,7.2,2928,0.18,0.27,0.45,2.49,4.1,3.7,7.7
1014,Connor Brown\brownco02,TOR,RW,2015,2018,3,106,28,25,53,-1,14,23,4,1,6,167,16.8,1688,0.26,0.24,0.50,1.58,4.2,1.5,5.7
1015,Chris Brown\brownch01,WSH,C,2015,2016,1,1,0,0,0,0,0,0,0,0,0,1,0.0,8,0.00,0.00,0.00,1.00,0.0,0.0,0.0
1016,Troy Brouwer\brouwtr01,TOT,RW,2015,2018,3,172,31,35,66,-13,104,18,12,1,6,242,12.8,2808,0.18,0.20,0.38,1.41,2.9,2.9,5.8
1017,Jonny Brodzinski\brodzjo01,LAK,C,2016,2018,2,9,0,2,2,2,2,0,0,0,0,17,0.0,101,0.00,0.22,0.22,1.89,-0.1,0.2,0.2
1018,Kyle Brodziak\brodzky01,STL,C,2015,2018,3,162,17,14,31,1,70,14,0,3,6,124,13.7,1792,0.10,0.09,0.19,0.77,0.3,2.1,2.4
1019,Jonas Brodin\brodijo01,MIN,D,2015,2018,3,151,6,27,33,9,40,4,2,0,2,151,4.0,3031,0.04,0.18,0.22,1.00,0.5,6.8,7.3
1020,T.J. Brodie\broditj01,CGY,D,2015,2018,3,168,14,77,91,-13,46,9,4,1,3,182,7.7,4102,0.08,0.46,0.54,1.08,6.2,7.5,13.7
1021,Connor Brickley\brickco01,FLA,C/LW,2015,2018,2,33,3,9,12,4,20,3,0,0,1,27,11.1,329,0.09,0.27,0.36,0.82,0.6,0.4,1.1
1022,T.J. Brennan\brenntj01,TOR,D,2015,2016,1,7,1,0,1,-6,6,1,0,0,0,11,9.1,106,0.14,0.00,0.14,1.57,0.1,-0.3,-0.2
1023,Justin Braun\braunju01,SJS,D,2015,2018,3,175,8,32,40,13,72,8,0,0,0,218,3.7,3551,0.05,0.18,0.23,1.25,0.8,9.3,10.2
1024,Jesper Bratt\brattje01,NJD,LW,2017,2018,1,15,5,7,12,0,6,2,2,1,2,25,20.0,240,0.33,0.47,0.80,1.67,1.1,0.2,1.3
1025,Derick Brassard\brassde01,TOT,C,2015,2018,3,175,47,63,110,34,60,35,12,0,9,417,11.3,3111,0.27,0.36,0.63,2.38,8.8,4.5,13.3
1026,Tyler Bozak\bozakty01,TOR,C,2015,2018,3,152,34,64,98,-17,56,23,11,0,3,270,12.6,2519,0.22,0.42,0.64,1.78,7.6,1.9,9.5
1027,Dan Boyle\boyleda01,NYR,D,2015,2016,1,74,10,14,24,0,30,7,3,0,0,95,10.5,1392,0.14,0.19,0.32,1.28,2.1,2.3,4.5
1028,Brian Boyle\boylebr01,TOT,C,2015,2018,3,156,27,20,47,-3,123,20,5,2,6,258,10.5,2031,0.17,0.13,0.30,1.65,2.6,2.2,4.8
1029,Brad Boyes\boyesbr01,TOR,RW,2015,2016,1,60,8,16,24,-6,12,6,2,0,1,85,9.4,718,0.13,0.27,0.40,1.42,1.5,0.6,2.1
1030,Johnny Boychuk\boychjo01,NYI,D,2015,2018,3,151,16,37,53,28,61,13,2,1,4,368,4.3,3186,0.11,0.25,0.35,2.44,3.7,8.3,12.0
1031,Madison Bowey\boweyma01,WSH,D,2017,2018,1,10,0,4,4,2,4,0,0,0,0,9,0.0,146,0.00,0.40,0.40,0.90,0.2,0.4,0.6
1032,Jay Bouwmeester\bouwmja01,STL,D,2015,2017,2,153,4,30,34,2,46,3,1,0,0,211,1.9,3479,0.03,0.20,0.22,1.38,-0.1,8.2,8.0
1033,Rene Bourque\bourqre01,TOT,RW,2015,2017,2,114,15,11,26,-28,94,13,2,0,2,188,8.0,1418,0.13,0.10,0.23,1.65,0.6,0.6,1.2
1034,Gabriel Bourque\bourqga01,TOT,RW/LW,2015,2018,3,32,1,3,4,-2,18,1,0,0,0,33,3.0,381,0.03,0.09,0.13,1.03,-0.5,0.4,-0.1
1035,Michael Bournival\bournmi01,TBL,LW,2016,2017,1,19,2,1,3,-3,2,2,0,0,0,25,8.0,193,0.11,0.05,0.16,1.32,0.0,0.1,0.1
1036,Lance Bouma\boumala01,TOT,C/LW,2015,2018,3,121,6,12,18,-5,79,6,0,0,2,120,5.0,1377,0.05,0.10,0.15,0.99,-1.3,1.3,0.0
1037,Eric Boulton\boulter01,NYI,LW,2015,2016,1,6,0,0,0,-3,2,0,0,0,0,3,0.0,57,0.00,0.00,0.00,0.50,-0.2,-0.1,-0.2
1038,Reid Boucher\bouchre01,TOT,LW/C,2015,2017,2,78,14,15,29,-19,14,11,3,0,4,144,9.7,1022,0.18,0.19,0.37,1.85,2.0,0.7,2.7
1039,Robert Bortuzzo\borturo01,STL,D,2015,2018,3,95,4,6,10,16,81,4,0,0,1,110,3.6,1335,0.04,0.06,0.11,1.16,-0.2,4.2,4.1
1040,Mark Borowiecki\borowma01,OTT,D,2015,2018,3,142,3,4,7,-8,286,3,0,0,0,91,3.3,2021,0.02,0.03,0.05,0.64,-1.4,3.1,1.7
1041,Andreas Borgman\borgman01,TOR,D,2017,2018,1,15,2,3,5,-4,12,2,0,0,0,19,10.5,219,0.13,0.20,0.33,1.27,0.5,0.0,0.5
1042,David Booth\boothda01,DET,LW,2017,2018,1,4,0,0,0,0,4,0,0,0,0,3,0.0,20,0.00,0.00,0.00,0.75,-0.1,0.0,0.0
1043,Nick Bonino\boninni01,TOT,C,2015,2018,3,148,28,39,67,6,49,18,8,2,1,250,11.2,2415,0.19,0.26,0.45,1.69,3.8,2.3,6.1
1044,Brandon Bollig\bollibr01,CGY,LW,2015,2016,1,54,2,2,4,-10,103,2,0,0,0,56,3.6,502,0.04,0.04,0.07,1.04,-0.7,0.1,-0.7
1045,Dave Bolland\bollada01,FLA,C,2015,2016,1,25,1,4,5,-2,16,1,0,0,0,26,3.8,352,0.04,0.16,0.20,1.04,-0.3,0.3,0.0
1046,Jared Boll\bollja01,TOT,RW,2015,2018,3,89,2,5,7,-6,157,2,0,0,0,28,7.1,529,0.02,0.06,0.08,0.31,-0.5,0.3,-0.1
1047,Zach Bogosian\bogosza01,BUF,D,2015,2017,2,120,9,26,35,-28,114,6,3,0,2,194,4.6,2555,0.08,0.22,0.29,1.62,1.8,4.1,5.9
1048,Brock Boeser\boesebr01,VAN,RW,2016,2018,2,22,9,10,19,3,6,6,3,0,3,59,15.3,351,0.41,0.45,0.86,2.68,1.9,0.6,2.5
1049,Mikkel Boedker\boedkmi01,TOT,LW,2015,2018,3,175,29,54,83,-37,26,25,3,1,7,308,9.4,2837,0.17,0.31,0.47,1.76,4.5,1.9,6.3
1050,Andrew Bodnarchuk\bodnaan01,TOT,D,2015,2016,1,37,0,4,4,-7,14,0,0,0,0,9,0.0,457,0.00,0.11,0.11,0.24,-0.1,0.4,0.2
1051,Mike Blunden\blundmi01,TOT,RW,2015,2017,2,22,3,2,5,3,38,3,0,0,1,15,20.0,189,0.14,0.09,0.23,0.68,0.4,0.3,0.7
1052,Anton Blidh\blidhan01,BOS,LW,2016,2017,1,19,1,1,2,-2,7,1,0,0,0,26,3.8,167,0.05,0.05,0.11,1.37,-0.1,0.1,0.0
1053,Joseph Blandisi\blandjo01,NJD,LW,2015,2017,2,68,8,18,26,-24,60,3,5,0,3,67,11.9,1000,0.12,0.26,0.38,0.99,1.1,0.5,1.5
1054,Samuel Blais\blaissa01,STL,LW,2017,2018,1,4,0,1,1,2,2,0,0,0,0,3,0.0,56,0.00,0.25,0.25,0.75,-0.1,0.1,0.1
1055,Nick Bjugstad\bjugsni01,FLA,C,2015,2018,3,135,24,31,55,-26,67,17,7,0,4,296,8.1,1944,0.18,0.23,0.41,2.19,3.4,1.0,4.4
1056,Oliver Bjorkstrand\bjorkol01,CBJ,RW,2015,2018,3,54,15,16,31,15,13,13,2,0,4,106,14.2,776,0.28,0.30,0.57,1.96,2.9,1.4,4.2
1057,Anders Bjork\bjorkan01,BOS,LW,2017,2018,1,14,3,5,8,-2,2,1,2,0,0,19,15.8,209,0.21,0.36,0.57,1.36,0.5,0.2,0.7
1058,Anthony Bitetto\bitetan01,NSH,D,2015,2018,3,62,1,12,13,-2,52,1,0,0,0,39,2.6,751,0.02,0.19,0.21,0.63,0.7,1.5,2.1
1059,Chris Bigras\bigrach01,COL,D,2015,2018,2,41,1,3,4,-3,16,1,0,0,0,26,3.8,562,0.02,0.07,0.10,0.63,-0.2,0.9,0.8
1060,Kevin Bieksa\biekske01,ANA,D,2015,2018,3,163,7,24,31,-10,197,4,3,0,2,213,3.3,3197,0.04,0.15,0.19,1.31,0.3,7.0,7.2
1061,Alex Biega\biegaal01,VAN,D,2015,2018,3,96,0,11,11,-13,48,0,0,0,0,109,0.0,1451,0.00,0.11,0.11,1.14,-0.6,2.5,1.9
1062,Bryan Bickell\bickebr01,TOT,LW,2015,2017,2,36,1,2,3,-9,6,0,1,0,1,29,3.4,360,0.03,0.06,0.08,0.81,-0.6,0.0,-0.5
1063,Tyler Bertuzzi\bertuty01,DET,LW,2016,2017,1,7,0,0,0,-1,0,0,0,0,0,3,0.0,64,0.00,0.00,0.00,0.43,-0.2,0.0,-0.1
1064,Christoph Bertschy\bertsch02,MIN,C,2015,2018,3,9,0,1,1,1,8,0,0,0,0,8,0.0,67,0.00,0.11,0.11,0.89,-0.1,0.1,0.0
1065,Steve Bernier\bernist01,NYI,RW,2015,2016,1,24,1,5,6,3,9,1,0,0,0,27,3.7,269,0.04,0.21,0.25,1.13,0.0,0.4,0.5
1066,Patrik Berglund\berglpa01,STL,C,2015,2017,2,124,33,16,49,-6,48,25,8,0,10,233,14.2,1962,0.27,0.13,0.40,1.88,3.6,2.1,5.7
1067,Patrice Bergeron\bergepa01,BOS,C,2015,2018,3,168,56,75,131,28,77,33,22,1,13,616,9.1,3314,0.33,0.45,0.78,3.67,11.7,5.1,16.8
1068,Andre Benoit\benoian01,STL,D,2015,2016,1,2,0,0,0,1,0,0,0,0,0,0,,27,0.00,0.00,0.00,0.00,0.0,0.1,0.1
1069,Matt Benning\bennima01,EDM,D,2016,2018,2,74,4,13,17,8,35,3,1,0,1,99,4.0,1241,0.05,0.18,0.23,1.34,0.8,3.3,4.0
1070,Sam Bennett\bennesa01,CGY,C,2015,2018,3,174,31,32,63,-31,130,24,7,0,2,276,11.2,2594,0.18,0.18,0.36,1.59,3.0,1.6,4.6
1071,Beau Bennett\bennebe01,TOT,RW,2015,2018,3,103,14,17,31,-5,30,12,2,0,1,158,8.9,1326,0.14,0.17,0.30,1.53,1.3,1.5,2.9
1072,Jordie Benn\bennjo01,TOT,D,2015,2018,3,151,8,26,34,-1,49,7,1,0,3,153,5.2,2592,0.05,0.17,0.23,1.01,1.4,4.7,6.1
1073,Jamie Benn\bennja01,DAL,LW,2015,2018,3,174,75,98,173,-5,143,39,33,3,9,499,15.0,3427,0.43,0.56,0.99,2.87,18.2,3.2,21.4
1074,Pierre-Edouard Bellemare\bellepi01,TOT,LW,2015,2018,3,171,13,12,25,-9,49,12,0,1,2,206,6.3,2241,0.08,0.07,0.15,1.20,-2.1,2.3,0.2
1075,Matt Beleskey\belesma01,BOS,LW,2015,2018,3,139,18,27,45,-8,124,15,3,0,1,260,6.9,2028,0.13,0.19,0.32,1.87,1.4,2.0,3.4
1076,Taylor Beck\beckta01,TOT,LW,2015,2017,2,7,0,0,0,-3,6,0,0,0,0,5,0.0,61,0.00,0.00,0.00,0.71,-0.2,-0.1,-0.2
1077,Anthony Beauvillier\beauvan01,NYI,LW,2016,2018,2,78,11,17,28,-6,16,11,0,0,2,115,9.6,1013,0.14,0.22,0.36,1.47,1.5,0.7,2.2
1078,Nathan Beaulieu\beaulna01,TOT,D,2015,2018,3,146,6,43,49,1,104,3,3,0,1,203,3.0,2707,0.04,0.29,0.34,1.39,2.7,6.1,8.8
1079,Francois Beauchemin\beaucfr01,TOT,D,2015,2018,3,178,13,41,54,-17,74,11,2,0,3,281,4.6,4101,0.07,0.23,0.30,1.58,2.3,8.2,10.5
1080,Jay Beagle\beaglja01,WSH,RW,2015,2018,3,154,23,29,52,20,50,21,0,2,5,186,12.4,2109,0.15,0.19,0.34,1.21,2.3,3.0,5.2
1081,Kyle Baun\baunky01,CHI,RW,2015,2016,1,2,0,0,0,-2,0,0,0,0,0,1,0.0,18,0.00,0.00,0.00,0.50,-0.1,-0.1,-0.1
1082,Cody Bass\bassco01,NSH,C,2015,2017,2,26,0,0,0,-2,36,0,0,0,0,12,0.0,191,0.00,0.00,0.00,0.46,-0.5,0.1,-0.4
1083,Mathew Barzal\barzama01,NYI,C,2016,2018,2,17,3,11,14,2,10,2,1,0,0,33,9.1,257,0.18,0.65,0.82,1.94,0.9,0.3,1.2
1084,Victor Bartley\bartlvi01,TOT,D,2015,2016,1,10,0,0,0,2,6,0,0,0,0,8,0.0,133,0.00,0.00,0.00,0.80,-0.2,0.5,0.3
1085,Matt Bartkowski\bartkma01,TOT,D,2015,2018,3,114,7,13,20,-27,78,7,0,0,0,109,6.4,1978,0.06,0.11,0.18,0.96,0.6,2.6,3.1
1086,Tyson Barrie\barrity01,COL,D,2015,2018,3,166,22,79,101,-53,55,16,5,1,9,391,5.6,3845,0.13,0.48,0.61,2.36,8.7,4.5,13.1
1087,Aleksander Barkov\barkoal01,FLA,C,2015,2018,3,141,53,73,126,31,22,38,12,3,13,350,15.1,2779,0.38,0.52,0.89,2.48,12.1,4.3,16.5
1088,Mark Barberio\barbema01,TOT,D,2015,2018,3,102,5,20,25,-5,27,4,1,0,1,122,4.1,1750,0.05,0.20,0.25,1.20,1.1,3.6,4.7
1089,Riley Barber\barberi01,WSH,RW,2016,2017,1,3,0,0,0,0,0,0,0,0,0,2,0.0,26,0.00,0.00,0.00,0.67,-0.1,0.0,0.0
1090,Ivan Barbashev\barbaiv01,STL,C,2016,2018,2,36,5,7,12,5,2,5,0,0,1,23,21.7,423,0.14,0.19,0.33,0.64,0.7,0.7,1.4
1091,Nicholas Baptiste\baptini01,BUF,RW,2016,2018,2,15,3,1,4,1,6,3,0,0,0,16,18.8,138,0.20,0.07,0.27,1.07,0.4,0.2,0.6
1092,Chase Balisy\balisch01,FLA,C,2017,2018,1,4,0,0,0,-2,0,0,0,0,0,3,0.0,43,0.00,0.00,0.00,0.75,-0.1,-0.1,-0.2
1093,Justin Bailey\baileju01,BUF,RW,2015,2018,3,47,4,3,7,-4,8,4,0,0,1,68,5.9,516,0.09,0.06,0.15,1.45,-0.3,0.5,0.3
1094,Josh Bailey\bailejo01,NYI,RW,2015,2018,3,178,28,78,106,6,36,21,7,0,4,296,9.5,3050,0.16,0.44,0.60,1.66,6.3,3.2,9.5
1095,Casey Bailey\baileca01,OTT,RW,2016,2017,1,7,0,0,0,-1,0,0,0,0,0,10,0.0,56,0.00,0.00,0.00,1.43,-0.2,0.0,-0.1
