Rk,Player,Tm,Pos,From,To,Active,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,S,S%,TOI,G,A,PTS,S,OPS,DPS,PS
313,Paul Postma\postmpa01,TOT,D,2015,2018,3,97,3,13,16,-3,21,3,0,0,0,82,3.7,1074,0.03,0.13,0.16,0.85,0.8,1.5,2.3
314,Kevin Porter\porteke01,PIT,C,2015,2017,2,43,0,3,3,-3,0,0,0,0,0,34,0.0,487,0.00,0.07,0.07,0.79,-1.0,0.3,-0.7
315,Chris Porter\portech01,MIN,LW,2015,2016,1,61,4,3,7,-6,6,4,0,0,0,45,8.9,588,0.07,0.05,0.11,0.74,-0.4,0.5,0.1
316,Tucker Poolman\poolmtu01,WPG,D,2017,2018,1,3,0,0,0,-1,0,0,0,0,0,4,0.0,47,0.00,0.00,0.00,1.33,-0.1,0.0,-0.1
317,Jason Pominville\pominja01,TOT,RW,2015,2018,3,168,30,66,96,15,18,26,4,0,4,394,7.6,2581,0.18,0.39,0.57,2.35,6.7,3.4,10.1
318,Roman Polak\polakro01,TOT,D,2015,2018,3,159,5,23,28,13,141,5,0,0,1,159,3.1,2932,0.03,0.14,0.18,1.00,0.0,7.0,7.0
319,Emile Poirier\poiriem01,CGY,LW,2015,2016,1,2,0,0,0,-1,2,0,0,0,0,3,0.0,28,0.00,0.00,0.00,1.50,-0.1,0.0,-0.1
320,Brayden Point\pointbr01,TBL,C,2016,2018,2,85,25,32,57,14,16,19,6,0,4,162,15.4,1496,0.29,0.38,0.67,1.91,4.5,2.2,6.7
321,Sergei Plotnikov\plotnse01,TOT,LW,2015,2016,1,45,0,3,3,-3,24,0,0,0,0,41,0.0,445,0.00,0.07,0.07,0.91,-0.9,0.3,-0.6
322,Tomas Plekanec\plekato01,MTL,C,2015,2018,3,177,27,61,88,15,70,21,4,2,4,368,7.3,3102,0.15,0.34,0.50,2.08,4.0,4.2,8.2
323,Tyler Pitlick\pitlity01,TOT,RW/C,2016,2018,2,45,10,5,15,2,6,10,0,0,2,72,13.9,466,0.22,0.11,0.33,1.60,1.4,0.7,2.1
324,Brandon Pirri\pirribr01,TOT,C/RW,2015,2017,2,121,22,25,47,-12,55,14,8,0,6,224,9.8,1622,0.18,0.21,0.39,1.85,3.2,1.1,4.3
325,Alex Pietrangelo\pietral01,STL,D,2015,2018,3,170,28,73,101,20,48,19,9,0,7,419,6.7,4389,0.16,0.43,0.59,2.46,8.6,11.5,20.1
326,Blake Pietila\pietibl01,NJD,LW,2015,2017,2,17,1,2,3,-5,6,1,0,0,0,19,5.3,215,0.06,0.12,0.18,1.12,-0.1,0.1,0.0
327,Dion Phaneuf\phanedi01,TOT,D,2015,2018,3,166,16,54,70,-11,196,10,5,1,2,328,4.9,3757,0.10,0.33,0.42,1.98,4.8,7.2,11.9
328,Jeff Petry\petryje01,MTL,D,2015,2018,3,148,15,34,49,-9,48,12,3,0,3,308,4.9,3217,0.10,0.23,0.33,2.08,3.0,6.5,9.5
329,Alex Petrovic\petroal01,FLA,D,2015,2018,3,126,3,30,33,15,177,3,0,0,0,116,2.6,2168,0.02,0.24,0.26,0.92,1.3,5.6,7.0
330,Nic Petan\petanni01,WPG,LW,2015,2018,3,86,3,16,19,-13,22,3,0,0,0,88,3.4,948,0.03,0.19,0.22,1.02,-0.2,0.4,0.2
331,Brett Pesce\pescebr01,CAR,D,2015,2018,3,161,6,31,37,16,42,5,1,0,1,209,2.9,3254,0.04,0.19,0.23,1.30,0.7,9.7,10.4
332,Corey Perry\perryco01,ANA,RW,2015,2018,3,180,56,69,125,4,165,39,17,0,9,462,12.1,3193,0.31,0.38,0.69,2.57,11.3,4.2,15.5
333,David Perron\perroda01,TOT,LW,2015,2018,3,168,34,60,94,-3,128,26,7,1,6,331,10.3,2773,0.20,0.36,0.56,1.97,6.4,3.0,9.4
334,Mathieu Perreault\perrema01,WPG,C,2015,2018,3,141,23,66,89,-22,70,14,9,0,4,276,8.3,2311,0.16,0.47,0.63,1.96,6.1,1.3,7.4
335,Brendan Perlini\perlibr01,ARI,LW,2016,2018,2,69,18,8,26,-5,22,13,5,0,2,112,16.1,999,0.26,0.12,0.38,1.62,2.0,1.0,3.0
336,Stuart Percy\percyst01,TOR,D,2015,2016,1,3,0,0,0,-2,0,0,0,0,0,1,0.0,39,0.00,0.00,0.00,0.33,0.0,-0.1,-0.1
337,Anthony Peluso\pelusan01,TOT,RW,2015,2018,2,37,1,4,5,4,48,1,0,0,0,16,6.3,233,0.03,0.11,0.14,0.43,0.0,0.4,0.4
338,Adam Pelech\pelecad01,NYI,D,2015,2018,3,65,3,13,16,-1,16,3,0,0,0,55,5.5,1118,0.05,0.20,0.25,0.85,0.7,1.8,2.4
339,Andrey Pedan\pedanan01,VAN,D,2015,2016,1,13,0,0,0,-3,18,0,0,0,0,11,0.0,142,0.00,0.00,0.00,0.85,-0.2,0.1,-0.1
340,Matthew Peca\pecama01,TBL,C,2016,2017,1,10,1,1,2,-3,2,1,0,0,0,9,11.1,114,0.10,0.10,0.20,0.90,0.0,0.0,0.0
341,Tanner Pearson\pearsta01,LAK,LW,2015,2018,3,175,41,48,89,22,33,35,5,1,9,365,11.2,2707,0.23,0.27,0.51,2.09,6.8,4.4,11.2
342,Joe Pavelski\paveljo01,SJS,C,2015,2018,3,177,71,83,154,34,81,51,19,1,19,496,14.3,3432,0.40,0.47,0.87,2.80,15.1,5.8,20.9
343,Nick Paul\paulni01,OTT,LW,2015,2017,2,25,2,3,5,-5,6,2,0,0,0,32,6.3,309,0.08,0.12,0.20,1.28,0.0,0.1,0.0
344,Nolan Patrick\patrino01,PHI,C,2017,2018,1,9,1,2,3,2,0,1,0,0,0,14,7.1,112,0.11,0.22,0.33,1.56,0.1,0.2,0.3
345,Greg Pateryn\patergr01,TOT,D,2015,2018,3,80,2,14,16,-10,63,2,0,0,0,78,2.6,1303,0.03,0.18,0.20,0.98,0.4,2.0,2.4
346,David Pastrnak\pastrda01,BOS,RW,2015,2018,3,140,58,54,112,7,60,45,13,0,8,413,14.0,2329,0.41,0.39,0.80,2.95,12.4,3.2,15.6
347,Zach Parise\parisza01,MIN,LW,2015,2017,2,139,44,51,95,-6,66,31,13,0,11,428,10.3,2553,0.32,0.37,0.68,3.08,8.5,2.4,10.9
348,P.A. Parenteau\parenpi01,TOT,RW,2015,2017,2,144,33,36,69,-18,103,22,11,0,5,291,11.3,2237,0.23,0.25,0.48,2.02,5.1,2.2,7.2
349,Adam Pardy\pardyad01,TOT,D,2015,2017,2,27,0,4,4,-8,20,0,0,0,0,26,0.0,409,0.00,0.15,0.15,0.96,-0.1,0.2,0.1
350,Colton Parayko\parayco01,STL,D,2015,2018,3,177,14,59,73,43,65,6,8,0,5,399,3.5,3609,0.08,0.33,0.41,2.25,5.1,11.7,16.8
351,Cedric Paquette\paquece01,TBL,C,2015,2018,3,120,10,12,22,-8,137,9,0,1,1,120,8.3,1441,0.08,0.10,0.18,1.00,-0.4,1.3,0.9
352,Richard Panik\panikri01,CHI,RW,2015,2018,3,128,33,27,60,23,80,26,7,0,6,234,14.1,1782,0.26,0.21,0.47,1.83,5.2,2.7,7.9
353,Artemi Panarin\panarar01,TOT,LW,2015,2018,3,178,63,100,163,27,59,46,17,0,13,447,14.1,3408,0.35,0.56,0.92,2.51,15.5,4.5,20.0
354,Kyle Palmieri\palmiky01,NJD,RW,2015,2018,3,170,59,58,117,2,95,38,20,1,7,436,13.5,2984,0.35,0.34,0.69,2.56,11.5,4.5,16.0
355,Michael Paliotta\paliomi01,CBJ,D,2015,2016,1,1,0,0,0,0,4,0,0,0,0,2,0.0,8,0.00,0.00,0.00,2.00,0.0,0.0,0.0
356,Ondrej Palat\palaton01,TBL,LW,2015,2018,3,154,37,65,102,25,61,28,7,2,7,308,12.0,2848,0.24,0.42,0.66,2.00,7.4,4.2,11.7
357,Iiro Pakarinen\pakarii01,EDM,RW,2015,2018,3,89,7,10,17,-9,12,7,0,0,1,101,6.9,921,0.08,0.11,0.19,1.13,0.1,0.8,0.9
358,Daniel Paille\paillda01,NYR,LW,2015,2016,1,12,0,0,0,-2,0,0,0,0,0,11,0.0,137,0.00,0.00,0.00,0.92,-0.4,0.0,-0.3
359,Jean-Gabriel Pageau\pageaje01,OTT,C,2015,2018,3,178,32,52,84,28,60,23,1,8,4,326,9.8,2917,0.18,0.29,0.47,1.83,4.9,4.0,9.0
360,Max Pacioretty\pacioma01,MTL,LW,2015,2018,3,180,71,70,141,-2,80,51,17,3,15,647,11.0,3410,0.39,0.39,0.78,3.59,13.9,3.9,17.7
361,Magnus Paajarvi\paajama01,STL,LW,2015,2018,3,97,13,12,25,0,20,12,1,0,4,162,8.0,1201,0.13,0.12,0.26,1.67,0.8,1.4,2.2
362,Alex Ovechkin\ovechal01,WSH,LW,2015,2018,3,177,96,62,158,27,109,56,40,0,16,789,12.2,3410,0.54,0.35,0.89,4.46,18.2,4.6,22.8
363,Xavier Ouellet\ouellxa01,DET,D,2015,2018,3,88,3,10,13,-3,55,3,0,0,0,116,2.6,1547,0.03,0.11,0.15,1.32,-0.1,3.5,3.4
364,Steve Ott\ottst01,TOT,C,2015,2017,2,74,3,6,9,-11,114,3,0,0,0,66,4.5,800,0.04,0.08,0.12,0.89,-0.9,0.5,-0.4
365,T.J. Oshie\oshietj01,WSH,RW,2015,2018,3,164,65,53,118,43,70,42,22,1,10,359,18.1,3046,0.40,0.32,0.72,2.19,11.5,4.9,16.4
366,Brooks Orpik\orpikbr01,WSH,D,2015,2018,3,136,3,24,27,41,88,3,0,0,1,131,2.3,2579,0.02,0.18,0.20,0.96,0.1,8.3,8.3
367,Dmitry Orlov\orlovdm01,WSH,D,2015,2018,3,180,14,50,64,36,81,13,1,0,3,243,5.8,3287,0.08,0.28,0.36,1.35,4.5,9.2,13.8
368,Dylan Olsen\olsendy01,FLA,D,2015,2016,1,8,0,1,1,-1,2,0,0,0,0,9,0.0,110,0.00,0.13,0.13,1.13,0.0,0.1,0.1
369,Gustav Olofsson\olofsgu01,MIN,D,2015,2018,3,23,0,3,3,-2,4,0,0,0,0,11,0.0,272,0.00,0.13,0.13,0.48,0.0,0.3,0.3
370,Steven Oleksy\oleksst01,PIT,D,2016,2017,1,11,0,1,1,2,24,0,0,0,0,11,0.0,151,0.00,0.09,0.09,1.00,-0.1,0.4,0.3
371,Jamie Oleksiak\oleksja01,DAL,D,2015,2018,3,69,5,4,9,-15,64,5,0,0,1,51,9.8,1028,0.07,0.06,0.13,0.74,0.3,0.7,1.0
372,Kyle Okposo\okposky01,TOT,RW,2015,2018,3,157,42,71,113,-18,83,28,14,0,6,387,10.9,2890,0.27,0.45,0.72,2.46,9.4,2.7,12.1
373,Jordan Oesterle\oestejo01,TOT,D,2015,2018,3,22,0,6,6,-1,0,0,0,0,0,31,0.0,449,0.00,0.27,0.27,1.41,0.1,1.0,1.1
374,Johnny Oduya\oduyajo01,TOT,D,2015,2018,3,145,7,24,31,3,52,6,0,1,0,110,6.4,2817,0.05,0.17,0.21,0.76,0.8,4.9,5.7
375,Ryan O'Reilly\oreilry01,BUF,C,2015,2018,3,158,46,81,127,-26,20,25,19,2,6,387,11.9,3394,0.29,0.51,0.80,2.45,9.9,3.4,13.4
376,Cal O'Reilly\oreilca01,TOT,C,2015,2018,3,32,3,5,8,-7,2,2,1,0,1,14,21.4,319,0.09,0.16,0.25,0.44,0.4,0.1,0.5
377,Daniel O'Regan\oregada01,SJS,C,2016,2017,1,3,1,0,1,-2,0,0,1,0,0,5,20.0,35,0.33,0.00,0.33,1.67,0.1,0.0,0.1
378,Will O'Neill\oneilwi01,PHI,D,2017,2018,1,1,0,0,0,0,0,0,0,0,0,3,0.0,9,0.00,0.00,0.00,3.00,0.0,0.0,0.0
379,Brian O'Neill\oneilbr01,NJD,C,2015,2016,1,22,0,2,2,-3,8,0,0,0,0,14,0.0,228,0.00,0.09,0.09,0.64,-0.4,0.2,-0.2
380,Rob O'Gara\ogararo01,BOS,D,2016,2018,2,6,0,0,0,-1,0,0,0,0,0,2,0.0,86,0.00,0.00,0.00,0.33,-0.1,0.1,0.0
381,Liam O'Brien\obrieli01,WSH,LW/C,2016,2018,2,3,0,0,0,0,0,0,0,0,0,1,0.0,22,0.00,0.00,0.00,0.33,-0.1,0.0,0.0
382,Jim O'Brien\obrieji01,NJD,C,2015,2016,1,4,0,0,0,-4,2,0,0,0,0,3,0.0,54,0.00,0.00,0.00,0.75,-0.2,-0.1,-0.2
383,Eric Nystrom\nystrer01,NSH,LW,2015,2016,1,46,7,0,7,-6,20,6,0,1,1,27,25.9,528,0.15,0.00,0.15,0.59,0.1,0.3,0.5
384,Gustav Nyquist\nyquigu01,DET,RW,2015,2018,3,175,34,65,99,-8,54,25,9,0,5,369,9.2,2860,0.19,0.37,0.57,2.11,6.8,3.3,10.0
385,William Nylander\nylanwi01,TOR,C,2015,2018,3,120,31,56,87,9,40,20,11,0,4,300,10.3,1954,0.26,0.47,0.73,2.50,7.6,2.2,9.8
386,Alexander Nylander\nylanal01,BUF,RW,2016,2017,1,4,0,1,1,-2,0,0,0,0,0,4,0.0,49,0.00,0.25,0.25,1.00,0.0,0.0,0.0
387,Markus Nutivaara\nutivma01,CBJ,D,2016,2018,2,77,2,10,12,9,10,2,0,0,0,84,2.4,1028,0.03,0.13,0.16,1.09,0.2,2.7,2.9
388,Darnell Nurse\nurseda01,EDM,D,2015,2018,3,128,8,16,24,-11,110,8,0,0,0,245,3.3,2447,0.06,0.13,0.19,1.91,0.5,4.6,5.1
389,Ryan Nugent-Hopkins\nugenry01,EDM,C,2015,2018,3,152,36,52,88,-18,55,25,11,0,5,344,10.5,2771,0.24,0.34,0.58,2.26,5.9,2.5,8.4
390,Tomas Nosek\nosekto01,TOT,C/LW,2015,2018,3,32,3,1,4,-2,6,3,0,0,0,38,7.9,330,0.09,0.03,0.13,1.19,-0.2,0.3,0.1
391,Joakim Nordstrom\nordsjo02,CAR,LW,2015,2018,3,166,18,21,39,-14,31,16,0,2,3,206,8.7,2292,0.11,0.13,0.23,1.24,-0.1,2.5,2.4
392,Jordan Nolan\nolanjo01,TOT,C/LW,2015,2018,3,111,4,10,14,-5,84,4,0,0,0,95,4.2,1085,0.04,0.09,0.13,0.86,-1.1,1.2,0.2
393,Nelson Nogier\nogiene01,WPG,D,2016,2017,1,10,0,0,0,-1,5,0,0,0,0,8,0.0,117,0.00,0.00,0.00,0.80,-0.1,0.1,-0.1
394,Stefan Noesen\noesest01,TOT,RW,2015,2018,3,55,9,2,11,9,41,9,0,0,0,75,12.0,614,0.16,0.04,0.20,1.36,0.5,1.2,1.7
395,Matt Niskanen\niskama01,WSH,D,2015,2018,3,165,10,62,72,31,78,7,3,0,5,308,3.2,3858,0.06,0.38,0.44,1.87,4.3,10.0,14.2
396,Nikita Nikitin\nikitni01,EDM,D,2015,2016,1,11,0,1,1,-5,8,0,0,0,0,12,0.0,163,0.00,0.09,0.09,1.09,-0.1,0.0,-0.1
397,Boo Nieves\nievecr01,NYR,C,2016,2018,2,5,0,3,3,2,2,0,0,0,0,2,0.0,54,0.00,0.60,0.60,0.40,0.2,0.1,0.3
398,Matthew Nieto\nietoma01,TOT,LW,2015,2018,3,133,18,16,34,-17,24,16,0,2,2,180,10.0,1860,0.14,0.12,0.26,1.35,0.5,1.6,2.1
399,Frans Nielsen\nielsfr01,TOT,C,2015,2018,3,177,43,58,101,-16,38,26,12,5,4,378,11.4,3052,0.24,0.33,0.57,2.14,7.5,3.0,10.5
400,Nino Niederreiter\niedeni01,MIN,RW,2015,2018,3,173,47,57,104,27,99,37,10,0,4,370,12.7,2653,0.27,0.33,0.60,2.14,9.4,3.9,13.3
401,Valeri Nichushkin\nichuva01,DAL,RW,2015,2016,1,79,9,20,29,2,12,8,1,0,1,139,6.5,1101,0.11,0.25,0.37,1.76,1.3,1.1,2.3
402,Andrej Nestrasil\nestran01,CAR,C,2015,2017,2,74,10,18,28,1,10,8,2,0,1,132,7.6,996,0.14,0.24,0.38,1.78,1.5,1.4,2.9
403,Nikita Nesterov\nesteni01,TOT,D,2015,2017,2,105,7,19,26,-6,65,4,3,0,0,120,5.8,1630,0.07,0.18,0.25,1.14,1.7,3.1,4.8
404,Aaron Ness\nessaa01,WSH,D,2015,2018,3,18,0,3,3,5,10,0,0,0,0,10,0.0,227,0.00,0.17,0.17,0.56,0.0,0.8,0.9
405,Patrik Nemeth\nemetpa01,TOT,D,2015,2018,3,90,1,16,17,1,43,1,0,0,0,91,1.1,1435,0.01,0.18,0.19,1.01,0.1,2.5,2.6
406,Casey Nelson\nelsoca01,BUF,D,2015,2017,2,18,0,4,4,-2,12,0,0,0,0,15,0.0,242,0.00,0.22,0.22,0.83,0.2,0.4,0.6
407,Brock Nelson\nelsobr01,NYI,LW,2015,2018,3,177,51,42,93,-11,72,46,5,0,8,363,14.0,2762,0.29,0.24,0.53,2.05,8.4,2.3,10.7
408,Chris Neil\neilch01,OTT,RW,2015,2017,2,133,6,11,17,-14,228,6,0,0,0,112,5.4,1145,0.05,0.08,0.13,0.84,-0.6,0.5,0.0
409,Martin Necas\necasma01,CAR,C,2017,2018,1,1,0,0,0,0,0,0,0,0,0,0,,7,0.00,0.00,0.00,0.00,0.0,0.0,0.0
410,James Neal\nealja01,TOT,RW/LW,2015,2018,3,167,62,49,111,18,110,52,10,0,11,512,12.1,3065,0.37,0.29,0.66,3.07,10.8,4.1,14.9
411,Riley Nash\nashri02,TOT,C,2015,2018,3,159,17,25,42,-8,34,14,2,1,3,221,7.7,2170,0.11,0.16,0.26,1.39,0.6,2.6,3.2
412,Rick Nash\nashri01,NYR,LW/RW,2015,2018,3,144,42,39,81,15,64,30,11,1,7,438,9.6,2405,0.29,0.27,0.56,3.04,7.0,2.9,9.8
413,Vladislav Namestnikov\namesvl01,TBL,C,2015,2018,3,171,32,49,81,21,82,25,7,0,3,264,12.1,2534,0.19,0.29,0.47,1.54,5.2,3.7,8.9
414,Jakub Nakladal\naklaja01,TOT,D,2015,2017,2,30,2,3,5,-9,6,2,0,0,0,45,4.4,427,0.07,0.10,0.17,1.50,0.2,0.0,0.3
415,Tyler Myers\myersty01,WPG,D,2015,2018,3,98,13,24,37,17,95,11,1,1,2,173,7.5,2178,0.13,0.24,0.38,1.77,2.9,5.2,8.1
416,Jake Muzzin\muzzija01,LAK,D,2015,2018,3,180,19,61,80,-12,124,13,6,0,2,429,4.4,4092,0.11,0.34,0.44,2.38,5.8,9.3,15.1
417,Ryan Murray\murrary01,CBJ,D,2015,2018,3,158,7,33,40,-2,68,6,1,0,0,160,4.4,3246,0.04,0.21,0.25,1.01,1.2,6.1,7.3
418,Ryan Murphy\murphry01,CAR,D,2015,2017,2,62,0,12,12,-12,18,0,0,0,0,64,0.0,960,0.00,0.19,0.19,1.03,0.2,1.5,1.7
419,Connor Murphy\murphco02,TOT,D,2015,2018,3,168,9,26,35,-8,100,7,1,1,2,196,4.6,3269,0.05,0.15,0.21,1.17,0.8,6.4,7.2
420,Mirco Mueller\muellmi01,TOT,D,2015,2018,3,26,1,3,4,-2,7,1,0,0,0,15,6.7,357,0.04,0.12,0.15,0.58,0.1,0.5,0.6
421,Vojtech Mozik\mozikvo01,NJD,D,2015,2016,1,7,0,0,0,0,4,0,0,0,0,6,0.0,93,0.00,0.00,0.00,0.86,-0.1,0.3,0.2
422,Matt Moulson\moulsma01,BUF,LW,2015,2018,3,172,22,31,53,-16,26,9,13,0,3,252,8.7,2008,0.13,0.18,0.31,1.47,2.9,2.0,4.9
423,Kael Mouillierat\mouilka01,PIT,LW,2015,2016,1,1,0,0,0,0,2,0,0,0,0,1,0.0,11,0.00,0.00,0.00,1.00,0.0,0.0,0.0
424,Tyler Motte\mottety01,TOT,LW,2016,2018,2,38,6,3,9,3,14,6,0,0,0,55,10.9,439,0.16,0.08,0.24,1.45,0.4,0.5,0.9
425,Joseph Morrow\morrojo02,TOT,D,2015,2018,3,57,2,8,10,-14,22,2,0,0,0,73,2.7,882,0.04,0.14,0.18,1.28,0.2,0.7,0.9
426,Josh Morrissey\morrijo04,WPG,D,2015,2018,3,97,8,16,24,10,48,7,1,0,3,117,6.8,1883,0.08,0.16,0.25,1.21,1.1,3.6,4.7
427,Samuel Morin\morinsa01,PHI,D,2016,2017,1,1,0,0,0,0,0,0,0,0,0,2,0.0,18,0.00,0.00,0.00,2.00,0.0,0.0,0.0
428,John Moore\moorejo01,NJD,D,2015,2018,3,151,18,30,48,-20,73,15,2,1,5,228,7.9,2935,0.12,0.20,0.32,1.51,3.7,6.1,9.8
429,Dominic Moore\mooredo01,TOT,C,2015,2018,3,172,20,23,43,-1,78,17,0,3,3,202,9.9,2236,0.12,0.13,0.25,1.17,0.9,2.4,3.3
430,Brandon Montour\montobr01,ANA,D,2016,2018,2,43,7,8,15,12,20,4,2,1,2,91,7.7,803,0.16,0.19,0.35,2.12,1.3,2.8,4.1
431,Sean Monahan\monahse01,CGY,C,2015,2018,3,179,62,75,137,-2,40,44,17,1,13,442,14.0,3282,0.35,0.42,0.77,2.47,12.3,3.5,15.8
432,Griffen Molino\molingr01,VAN,C,2016,2017,1,5,0,0,0,-2,0,0,0,0,0,3,0.0,53,0.00,0.00,0.00,0.60,-0.1,0.0,-0.2
433,Travis Moen\moentr01,DAL,LW,2015,2016,1,23,0,2,2,-3,21,0,0,0,0,12,0.0,188,0.00,0.09,0.09,0.52,-0.3,0.0,-0.3
434,Zack Mitchell\mitchza01,MIN,RW,2016,2018,2,16,1,1,2,1,0,1,0,0,1,14,7.1,141,0.06,0.06,0.13,0.88,-0.1,0.2,0.1
435,Willie Mitchell\mitchwi01,FLA,D,2015,2016,1,46,1,6,7,-2,18,1,0,0,1,33,3.0,917,0.02,0.13,0.15,0.72,-0.2,1.4,1.2
436,Torrey Mitchell\mitchto01,MTL,C,2015,2018,3,159,19,17,36,7,91,18,0,1,4,145,13.1,1977,0.12,0.11,0.23,0.91,0.6,2.5,3.1
437,John Mitchell\mitchjo01,COL,C,2015,2017,2,136,13,15,28,-19,97,13,0,0,4,158,8.2,1898,0.10,0.11,0.21,1.16,-0.8,1.6,0.8
438,Garrett Mitchell\mitchga01,WSH,RW,2016,2017,1,1,0,0,0,0,0,0,0,0,0,0,,9,0.00,0.00,0.00,0.00,0.0,0.0,0.0
439,Andrei Mironov\mironan01,COL,D,2017,2018,1,4,0,0,0,0,6,0,0,0,0,1,0.0,43,0.00,0.00,0.00,0.25,-0.1,0.1,0.0
440,Kevan Miller\milleke03,BOS,D,2015,2018,3,142,8,25,33,10,141,8,0,0,1,122,6.6,2617,0.06,0.18,0.23,0.86,1.3,6.4,7.8
441,J.T. Miller\millejt01,NYR,C/LW,2015,2018,3,181,47,67,114,29,71,39,5,3,12,289,16.3,2854,0.26,0.37,0.63,1.60,9.9,3.9,13.8
442,Drew Miller\milledr01,DET,LW,2015,2017,2,83,6,3,9,-17,20,6,0,0,1,70,8.6,929,0.07,0.04,0.11,0.84,-0.9,0.4,-0.5
443,Colin Miller\milleco02,TOT,D,2015,2018,3,118,11,27,38,-3,104,8,3,0,0,170,6.5,1901,0.09,0.23,0.32,1.44,3.1,3.8,6.9
444,Andrew Miller\millean01,EDM,C,2015,2016,1,6,0,0,0,-1,0,0,0,0,0,3,0.0,55,0.00,0.00,0.00,0.50,-0.2,0.0,-0.1
445,Sonny Milano\milanso01,CBJ,LW,2015,2018,3,22,5,4,9,-1,4,5,0,0,2,24,20.8,242,0.23,0.18,0.41,1.09,0.8,0.2,0.9
446,Zbynek Michalek\michazb01,ARI,D,2015,2017,2,73,2,5,7,4,20,2,0,0,0,72,2.8,1244,0.03,0.07,0.10,0.99,-0.5,2.8,2.3
447,Milan Michalek\michami01,TOT,LW,2015,2017,2,50,8,10,18,-2,20,5,3,0,0,70,11.4,797,0.16,0.20,0.36,1.40,0.7,0.7,1.4
448,Marc Methot\methoma01,TOT,D,2015,2018,3,152,5,19,24,24,72,5,0,0,0,156,3.2,3064,0.03,0.13,0.16,1.03,-0.5,8.1,7.6
449,Victor Mete\metevi01,MTL,D,2017,2018,1,17,0,3,3,-4,2,0,0,0,0,16,0.0,282,0.00,0.18,0.18,0.94,0.0,0.4,0.4
450,Michael Mersch\merscmi01,LAK,LW,2015,2016,1,17,1,2,3,1,0,1,0,0,0,23,4.3,176,0.06,0.12,0.18,1.35,0.0,0.2,0.2
451,Jonathon Merrill\merrijo01,TOT,D,2015,2018,3,101,2,9,11,-22,52,2,0,0,1,80,2.5,1795,0.02,0.09,0.11,0.79,-0.8,3.0,2.2
452,Dakota Mermis\mermida01,ARI,D,2017,2018,1,5,0,0,0,-2,0,0,0,0,0,4,0.0,51,0.00,0.00,0.00,0.80,-0.1,0.0,-0.1
453,Julian Melchiori\melchju01,WPG,D,2015,2017,2,29,0,2,2,1,8,0,0,0,0,27,0.0,480,0.00,0.07,0.07,0.93,-0.4,0.8,0.5
454,Timo Meier\meierti01,SJS,RW,2016,2018,2,47,4,5,9,1,12,4,0,0,2,111,3.6,581,0.09,0.11,0.19,2.36,-0.3,0.8,0.6
455,Jayson Megna\megnaja01,TOT,C,2015,2018,3,65,5,5,10,-5,8,5,0,0,0,81,6.2,799,0.08,0.08,0.15,1.25,-0.6,0.8,0.3
456,Jaycob Megna\megnaja02,ANA,D,2016,2018,2,11,0,1,1,-1,2,0,0,0,0,5,0.0,180,0.00,0.09,0.09,0.45,-0.1,0.3,0.2
457,Wade Megan\meganwa01,STL,C,2016,2018,2,4,1,0,1,1,0,1,0,0,0,7,14.3,35,0.25,0.00,0.25,1.75,0.1,0.1,0.2
458,Evgeny Medvedev\medveev01,PHI,D,2015,2016,1,45,4,8,12,5,34,3,1,0,1,71,5.6,847,0.09,0.18,0.27,1.58,0.7,2.3,3.0
459,Adam McQuaid\mcquaad01,BOS,D,2015,2018,3,147,3,17,20,7,172,3,0,0,1,112,2.7,2648,0.02,0.12,0.14,0.76,-0.7,6.3,5.6
460,Mark McNeill\mcneima01,TOT,RW,2015,2017,2,2,0,0,0,-1,0,0,0,0,0,1,0.0,27,0.00,0.00,0.00,0.50,-0.1,0.0,-0.1
461,Brayden McNabb\mcnabbr01,TOT,D,2015,2018,3,142,4,16,20,14,157,4,0,0,1,147,2.7,2488,0.03,0.11,0.14,1.04,-0.4,7.1,6.7
462,Cody McLeod\mcleoco01,TOT,LW,2015,2018,3,153,13,7,20,0,343,12,1,0,1,106,12.3,1362,0.08,0.05,0.13,0.69,-0.1,1.6,1.5
463,Roland McKeown\mckeoro01,CAR,D,2017,2018,1,2,0,2,2,2,2,0,0,0,0,3,0.0,19,0.00,1.00,1.00,1.50,0.2,0.2,0.4
464,Curtis McKenzie\mckencu01,DAL,LW,2015,2017,2,56,6,10,16,4,72,6,0,0,3,69,8.7,602,0.11,0.18,0.29,1.23,0.8,0.8,1.5
465,Greg McKegg\mckeggr01,TOT,C,2015,2018,3,78,7,6,13,-4,32,6,0,1,0,67,10.4,769,0.09,0.08,0.17,0.86,0.0,0.8,0.8
466,Dylan McIlrath\mcilrdy01,TOT,D,2015,2017,2,40,3,2,5,5,78,3,0,0,0,31,9.7,537,0.08,0.05,0.13,0.78,0.2,1.4,1.6
467,Tye McGinn\mcginty01,TBL,LW,2015,2016,1,2,0,0,0,0,0,0,0,0,0,1,0.0,17,0.00,0.00,0.00,0.50,0.0,0.0,0.0
468,Jamie McGinn\mcginja01,TOT,LW,2015,2018,3,170,34,29,63,-33,58,24,10,0,7,304,11.2,2350,0.20,0.17,0.37,1.79,4.3,1.5,5.8
469,Brock McGinn\mcginbr01,CAR,LW,2015,2018,3,90,12,14,26,-25,16,12,0,0,1,116,10.3,1060,0.13,0.16,0.29,1.29,1.2,0.3,1.5
